ISODISTORT
SUITE
HELP
ISODISTORT: modes details
Parent structure (1 P1)
a=5.59234, b=5.59234, c=3.89428, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ   
Pb1  1a     0.00000   0.00000   0.00000   1.00000
Pb2  1a     0.50000   0.50000   0.00000   1.00000
Ti1  1a     0.50000   0.00000   0.50000   1.00000
Ti2  1a     0.00000   0.50000   0.50000   1.00000
O1   1a     0.25000   0.25000   0.50000   1.00000
O2   1a    -0.25000  -0.25000   0.50000   1.00000
O3   1a     0.25000  -0.25000   0.50000   1.00000
O4   1a    -0.25000   0.25000   0.50000   1.00000
O5   1a     0.50000   0.00000   0.00000   1.00000
O6   1a     0.00000   0.50000   0.00000   1.00000

Subgroup details
1 P1, basis={(-16,0,0),(0,-1,0),(0,0,1)}, origin=(2.99212,1.00000,-0.01301), s=16, i=16

Undistorted superstructure 
a=89.47749, b=5.59234, c=3.89428, alpha=90.00000, beta=90.00000, gamma=90.00000
O88   0.74951  0.50000  0.01301  0.0000  0.9239  0.0000 
O90   0.81201  0.50000  0.01301  0.0000  0.7071  0.0000 
O92   0.87451  0.50000  0.01301  0.0000  0.3827  0.0000 
O94   0.93701  0.50000  0.01301  0.0000  0.0000  0.0000 
O96  -0.00049  0.50000  0.01301  0.0000 -0.3827  0.0000 
O81   0.06201  0.50000  0.01301  0.0000 -0.7071  0.0000 
O83   0.12451  0.50000  0.01301  0.0000 -0.9239  0.0000 

P1[1/16,0,0]GP1GQ1(a,b)[O6:a:dsp]A_2(b) normfactor =  0.06322
O85   0.18701  0.50000  0.01301  0.0000  0.0000  0.0000 
O87   0.24951  0.50000  0.01301  0.0000 -0.3827  0.0000 
O89   0.31201  0.50000  0.01301  0.0000 -0.7071  0.0000 
O91   0.37451  0.50000  0.01301  0.0000 -0.9239  0.0000 
O93   0.43701  0.50000  0.01301  0.0000 -1.0000  0.0000 
O95   0.49951  0.50000  0.01301  0.0000 -0.9239  0.0000 
O82   0.56201  0.50000  0.01301  0.0000 -0.7071  0.0000 
O84   0.62451  0.50000  0.01301  0.0000 -0.3827  0.0000 
O86   0.68701  0.50000  0.01301  0.0000  0.0000  0.0000 
O88   0.74951  0.50000  0.01301  0.0000  0.3827  0.0000 
O90   0.81201  0.50000  0.01301  0.0000  0.7071  0.0000 
O92   0.87451  0.50000  0.01301  0.0000  0.9239  0.0000 
O94   0.93701  0.50000  0.01301  0.0000  1.0000  0.0000 
O96  -0.00049  0.50000  0.01301  0.0000  0.9239  0.0000 
O81   0.06201  0.50000  0.01301  0.0000  0.7071  0.0000 
O83   0.12451  0.50000  0.01301  0.0000  0.3827  0.0000 

P1[1/16,0,0]GP1GQ1(a,b)[O6:a:dsp]A_3(a) normfactor =  0.09079
O85   0.18701  0.50000  0.01301  0.0000  0.0000  1.0000 
O87   0.24951  0.50000  0.01301  0.0000  0.0000  0.9239 
O89   0.31201  0.50000  0.01301  0.0000  0.0000  0.7071 
O91   0.37451  0.50000  0.01301  0.0000  0.0000  0.3827 
O93   0.43701  0.50000  0.01301  0.0000  0.0000  0.0000 
O95   0.49951  0.50000  0.01301  0.0000  0.0000 -0.3827 
O82   0.56201  0.50000  0.01301  0.0000  0.0000 -0.7071 
O84   0.62451  0.50000  0.01301  0.0000  0.0000 -0.9239 
O86   0.68701  0.50000  0.01301  0.0000  0.0000 -1.0000 
O88   0.74951  0.50000  0.01301  0.0000  0.0000 -0.9239 
O90   0.81201  0.50000  0.01301  0.0000  0.0000 -0.7071 
O92   0.87451  0.50000  0.01301  0.0000  0.0000 -0.3827 
O94   0.93701  0.50000  0.01301  0.0000  0.0000 -0.0000 
O96  -0.00049  0.50000  0.01301  0.0000  0.0000  0.3827 
O81   0.06201  0.50000  0.01301  0.0000  0.0000  0.7071 
O83   0.12451  0.50000  0.01301  0.0000  0.0000  0.9239 

P1[1/16,0,0]GP1GQ1(a,b)[O6:a:dsp]A_3(b) normfactor =  0.09079
O85   0.18701  0.50000  0.01301  0.0000  0.0000  0.0000 
O87   0.24951  0.50000  0.01301  0.0000  0.0000  0.3827 
O89   0.31201  0.50000  0.01301  0.0000  0.0000  0.7071 
O91   0.37451  0.50000  0.01301  0.0000  0.0000  0.9239 
O93   0.43701  0.50000  0.01301  0.0000  0.0000  1.0000 
O95   0.49951  0.50000  0.01301  0.0000  0.0000  0.9239 
O82   0.56201  0.50000  0.01301  0.0000  0.0000  0.7071 
O84   0.62451  0.50000  0.01301  0.0000  0.0000  0.3827 
O86   0.68701  0.50000  0.01301  0.0000  0.0000  0.0000 
O88   0.74951  0.50000  0.01301  0.0000  0.0000 -0.3827 
O90   0.81201  0.50000  0.01301  0.0000  0.0000 -0.7071 
O92   0.87451  0.50000  0.01301  0.0000  0.0000 -0.9239 
O94   0.93701  0.50000  0.01301  0.0000  0.0000 -1.0000 
O96  -0.00049  0.50000  0.01301  0.0000  0.0000 -0.9239 
O81   0.06201  0.50000  0.01301  0.0000  0.0000 -0.7071 
O83   0.12451  0.50000  0.01301  0.0000  0.0000 -0.3827 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_1(a) normfactor =  0.00395
Pb7   0.18701  0.00000  0.01301 -1.0000  0.0000  0.0000 
Pb9   0.24951  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb11  0.31201  0.00000  0.01301 -0.0000  0.0000  0.0000 
Pb13  0.37451  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb15  0.43701  0.00000  0.01301  1.0000  0.0000  0.0000 
Pb2   0.49951  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb4   0.56201  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb6   0.62451  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb8   0.68701  0.00000  0.01301 -1.0000  0.0000  0.0000 
Pb10  0.74951  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb12  0.81201  0.00000  0.01301 -0.0000  0.0000  0.0000 
Pb14  0.87451  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb16  0.93701  0.00000  0.01301  1.0000  0.0000  0.0000 
Pb1  -0.00049  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb3   0.06201  0.00000  0.01301 -0.0000  0.0000  0.0000 
Pb5   0.12451  0.00000  0.01301 -0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_1(b) normfactor =  0.00395
Pb7   0.18701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb9   0.24951  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb11  0.31201  0.00000  0.01301 -1.0000  0.0000  0.0000 
Pb13  0.37451  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb15  0.43701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb2   0.49951  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb4   0.56201  0.00000  0.01301  1.0000  0.0000  0.0000 
Pb6   0.62451  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb8   0.68701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb10  0.74951  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb12  0.81201  0.00000  0.01301 -1.0000  0.0000  0.0000 
Pb14  0.87451  0.00000  0.01301 -0.7071  0.0000  0.0000 
Pb16  0.93701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb1  -0.00049  0.00000  0.01301  0.7071  0.0000  0.0000 
Pb3   0.06201  0.00000  0.01301  1.0000  0.0000  0.0000 
Pb5   0.12451  0.00000  0.01301  0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_2(a) normfactor =  0.06322
Pb7   0.18701  0.00000  0.01301  0.0000 -1.0000  0.0000 
Pb9   0.24951  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb11  0.31201  0.00000  0.01301  0.0000 -0.0000  0.0000 
Pb13  0.37451  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb15  0.43701  0.00000  0.01301  0.0000  1.0000  0.0000 
Pb2   0.49951  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb4   0.56201  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb6   0.62451  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb8   0.68701  0.00000  0.01301  0.0000 -1.0000  0.0000 
Pb10  0.74951  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb12  0.81201  0.00000  0.01301  0.0000 -0.0000  0.0000 
Pb14  0.87451  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb16  0.93701  0.00000  0.01301  0.0000  1.0000  0.0000 
Pb1  -0.00049  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb3   0.06201  0.00000  0.01301  0.0000 -0.0000  0.0000 
Pb5   0.12451  0.00000  0.01301  0.0000 -0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_2(b) normfactor =  0.06322
Pb7   0.18701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb9   0.24951  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb11  0.31201  0.00000  0.01301  0.0000 -1.0000  0.0000 
Pb13  0.37451  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb15  0.43701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb2   0.49951  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb4   0.56201  0.00000  0.01301  0.0000  1.0000  0.0000 
Pb6   0.62451  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb8   0.68701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb10  0.74951  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb12  0.81201  0.00000  0.01301  0.0000 -1.0000  0.0000 
Pb14  0.87451  0.00000  0.01301  0.0000 -0.7071  0.0000 
Pb16  0.93701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb1  -0.00049  0.00000  0.01301  0.0000  0.7071  0.0000 
Pb3   0.06201  0.00000  0.01301  0.0000  1.0000  0.0000 
Pb5   0.12451  0.00000  0.01301  0.0000  0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_3(a) normfactor =  0.09079
Pb7   0.18701  0.00000  0.01301  0.0000  0.0000  1.0000 
Pb9   0.24951  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb11  0.31201  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb13  0.37451  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb15  0.43701  0.00000  0.01301  0.0000  0.0000 -1.0000 
Pb2   0.49951  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb4   0.56201  0.00000  0.01301  0.0000  0.0000 -0.0000 
Pb6   0.62451  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb8   0.68701  0.00000  0.01301  0.0000  0.0000  1.0000 
Pb10  0.74951  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb12  0.81201  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb14  0.87451  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb16  0.93701  0.00000  0.01301  0.0000  0.0000 -1.0000 
Pb1  -0.00049  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb3   0.06201  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb5   0.12451  0.00000  0.01301  0.0000  0.0000  0.7071 

P1[1/8,0,0]GP1GQ1(a,b)[Pb1:a:dsp]A_3(b) normfactor =  0.09079
Pb7   0.18701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb9   0.24951  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb11  0.31201  0.00000  0.01301  0.0000  0.0000  1.0000 
Pb13  0.37451  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb15  0.43701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb2   0.49951  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb4   0.56201  0.00000  0.01301  0.0000  0.0000 -1.0000 
Pb6   0.62451  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb8   0.68701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb10  0.74951  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb12  0.81201  0.00000  0.01301  0.0000  0.0000  1.0000 
Pb14  0.87451  0.00000  0.01301  0.0000  0.0000  0.7071 
Pb16  0.93701  0.00000  0.01301  0.0000  0.0000  0.0000 
Pb1  -0.00049  0.00000  0.01301  0.0000  0.0000 -0.7071 
Pb3   0.06201  0.00000  0.01301  0.0000  0.0000 -1.0000 
Pb5   0.12451  0.00000  0.01301  0.0000  0.0000 -0.7071 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_1(a) normfactor =  0.00395
Pb21  0.15576  0.50000  0.01301 -1.0000  0.0000  0.0000 
Pb23  0.21826  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb25  0.28076  0.50000  0.01301 -0.0000  0.0000  0.0000 
Pb27  0.34326  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb29  0.40576  0.50000  0.01301  1.0000  0.0000  0.0000 
Pb31  0.46826  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb18  0.53076  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb20  0.59326  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb22  0.65576  0.50000  0.01301 -1.0000  0.0000  0.0000 
Pb24  0.71826  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb26  0.78076  0.50000  0.01301 -0.0000  0.0000  0.0000 
Pb28  0.84326  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb30  0.90576  0.50000  0.01301  1.0000  0.0000  0.0000 
Pb32  0.96826  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb17  0.03076  0.50000  0.01301 -0.0000  0.0000  0.0000 
Pb19  0.09326  0.50000  0.01301 -0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_1(b) normfactor =  0.00395
Pb21  0.15576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb23  0.21826  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb25  0.28076  0.50000  0.01301 -1.0000  0.0000  0.0000 
Pb27  0.34326  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb29  0.40576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb31  0.46826  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb18  0.53076  0.50000  0.01301  1.0000  0.0000  0.0000 
Pb20  0.59326  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb22  0.65576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb24  0.71826  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb26  0.78076  0.50000  0.01301 -1.0000  0.0000  0.0000 
Pb28  0.84326  0.50000  0.01301 -0.7071  0.0000  0.0000 
Pb30  0.90576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb32  0.96826  0.50000  0.01301  0.7071  0.0000  0.0000 
Pb17  0.03076  0.50000  0.01301  1.0000  0.0000  0.0000 
Pb19  0.09326  0.50000  0.01301  0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_2(a) normfactor =  0.06322
Pb21  0.15576  0.50000  0.01301  0.0000 -1.0000  0.0000 
Pb23  0.21826  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb25  0.28076  0.50000  0.01301  0.0000 -0.0000  0.0000 
Pb27  0.34326  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb29  0.40576  0.50000  0.01301  0.0000  1.0000  0.0000 
Pb31  0.46826  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb18  0.53076  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb20  0.59326  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb22  0.65576  0.50000  0.01301  0.0000 -1.0000  0.0000 
Pb24  0.71826  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb26  0.78076  0.50000  0.01301  0.0000 -0.0000  0.0000 
Pb28  0.84326  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb30  0.90576  0.50000  0.01301  0.0000  1.0000  0.0000 
Pb32  0.96826  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb17  0.03076  0.50000  0.01301  0.0000 -0.0000  0.0000 
Pb19  0.09326  0.50000  0.01301  0.0000 -0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_2(b) normfactor =  0.06322
Pb21  0.15576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb23  0.21826  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb25  0.28076  0.50000  0.01301  0.0000 -1.0000  0.0000 
Pb27  0.34326  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb29  0.40576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb31  0.46826  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb18  0.53076  0.50000  0.01301  0.0000  1.0000  0.0000 
Pb20  0.59326  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb22  0.65576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb24  0.71826  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb26  0.78076  0.50000  0.01301  0.0000 -1.0000  0.0000 
Pb28  0.84326  0.50000  0.01301  0.0000 -0.7071  0.0000 
Pb30  0.90576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb32  0.96826  0.50000  0.01301  0.0000  0.7071  0.0000 
Pb17  0.03076  0.50000  0.01301  0.0000  1.0000  0.0000 
Pb19  0.09326  0.50000  0.01301  0.0000  0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_3(a) normfactor =  0.09079
Pb21  0.15576  0.50000  0.01301  0.0000  0.0000  1.0000 
Pb23  0.21826  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb25  0.28076  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb27  0.34326  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb29  0.40576  0.50000  0.01301  0.0000  0.0000 -1.0000 
Pb31  0.46826  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb18  0.53076  0.50000  0.01301  0.0000  0.0000 -0.0000 
Pb20  0.59326  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb22  0.65576  0.50000  0.01301  0.0000  0.0000  1.0000 
Pb24  0.71826  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb26  0.78076  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb28  0.84326  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb30  0.90576  0.50000  0.01301  0.0000  0.0000 -1.0000 
Pb32  0.96826  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb17  0.03076  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb19  0.09326  0.50000  0.01301  0.0000  0.0000  0.7071 

P1[1/8,0,0]GP1GQ1(a,b)[Pb2:a:dsp]A_3(b) normfactor =  0.09079
Pb21  0.15576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb23  0.21826  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb25  0.28076  0.50000  0.01301  0.0000  0.0000  1.0000 
Pb27  0.34326  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb29  0.40576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb31  0.46826  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb18  0.53076  0.50000  0.01301  0.0000  0.0000 -1.0000 
Pb20  0.59326  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb22  0.65576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb24  0.71826  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb26  0.78076  0.50000  0.01301  0.0000  0.0000  1.0000 
Pb28  0.84326  0.50000  0.01301  0.0000  0.0000  0.7071 
Pb30  0.90576  0.50000  0.01301  0.0000  0.0000  0.0000 
Pb32  0.96826  0.50000  0.01301  0.0000  0.0000 -0.7071 
Pb17  0.03076  0.50000  0.01301  0.0000  0.0000 -1.0000 
Pb19  0.09326  0.50000  0.01301  0.0000  0.0000 -0.7071 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_1(a) normfactor =  0.00395
Ti5   0.15576  0.00000  0.51301 -1.0000  0.0000  0.0000 
Ti7   0.21826  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti9   0.28076  0.00000  0.51301 -0.0000  0.0000  0.0000 
Ti11  0.34326  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti13  0.40576  0.00000  0.51301  1.0000  0.0000  0.0000 
Ti15  0.46826  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti2   0.53076  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti4   0.59326  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti6   0.65576  0.00000  0.51301 -1.0000  0.0000  0.0000 
Ti8   0.71826  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti10  0.78076  0.00000  0.51301 -0.0000  0.0000  0.0000 
Ti12  0.84326  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti14  0.90576  0.00000  0.51301  1.0000  0.0000  0.0000 
Ti16  0.96826  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti1   0.03076  0.00000  0.51301 -0.0000  0.0000  0.0000 
Ti3   0.09326  0.00000  0.51301 -0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_1(b) normfactor =  0.00395
Ti5   0.15576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti7   0.21826  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti9   0.28076  0.00000  0.51301 -1.0000  0.0000  0.0000 
Ti11  0.34326  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti13  0.40576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti15  0.46826  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti2   0.53076  0.00000  0.51301  1.0000  0.0000  0.0000 
Ti4   0.59326  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti6   0.65576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti8   0.71826  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti10  0.78076  0.00000  0.51301 -1.0000  0.0000  0.0000 
Ti12  0.84326  0.00000  0.51301 -0.7071  0.0000  0.0000 
Ti14  0.90576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti16  0.96826  0.00000  0.51301  0.7071  0.0000  0.0000 
Ti1   0.03076  0.00000  0.51301  1.0000  0.0000  0.0000 
Ti3   0.09326  0.00000  0.51301  0.7071  0.0000  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_2(a) normfactor =  0.06322
Ti5   0.15576  0.00000  0.51301  0.0000 -1.0000  0.0000 
Ti7   0.21826  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti9   0.28076  0.00000  0.51301  0.0000 -0.0000  0.0000 
Ti11  0.34326  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti13  0.40576  0.00000  0.51301  0.0000  1.0000  0.0000 
Ti15  0.46826  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti2   0.53076  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti4   0.59326  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti6   0.65576  0.00000  0.51301  0.0000 -1.0000  0.0000 
Ti8   0.71826  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti10  0.78076  0.00000  0.51301  0.0000 -0.0000  0.0000 
Ti12  0.84326  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti14  0.90576  0.00000  0.51301  0.0000  1.0000  0.0000 
Ti16  0.96826  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti1   0.03076  0.00000  0.51301  0.0000 -0.0000  0.0000 
Ti3   0.09326  0.00000  0.51301  0.0000 -0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_2(b) normfactor =  0.06322
Ti5   0.15576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti7   0.21826  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti9   0.28076  0.00000  0.51301  0.0000 -1.0000  0.0000 
Ti11  0.34326  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti13  0.40576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti15  0.46826  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti2   0.53076  0.00000  0.51301  0.0000  1.0000  0.0000 
Ti4   0.59326  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti6   0.65576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti8   0.71826  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti10  0.78076  0.00000  0.51301  0.0000 -1.0000  0.0000 
Ti12  0.84326  0.00000  0.51301  0.0000 -0.7071  0.0000 
Ti14  0.90576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti16  0.96826  0.00000  0.51301  0.0000  0.7071  0.0000 
Ti1   0.03076  0.00000  0.51301  0.0000  1.0000  0.0000 
Ti3   0.09326  0.00000  0.51301  0.0000  0.7071  0.0000 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_3(a) normfactor =  0.09079
Ti5   0.15576  0.00000  0.51301  0.0000  0.0000  1.0000 
Ti7   0.21826  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti9   0.28076  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti11  0.34326  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti13  0.40576  0.00000  0.51301  0.0000  0.0000 -1.0000 
Ti15  0.46826  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti2   0.53076  0.00000  0.51301  0.0000  0.0000 -0.0000 
Ti4   0.59326  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti6   0.65576  0.00000  0.51301  0.0000  0.0000  1.0000 
Ti8   0.71826  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti10  0.78076  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti12  0.84326  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti14  0.90576  0.00000  0.51301  0.0000  0.0000 -1.0000 
Ti16  0.96826  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti1   0.03076  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti3   0.09326  0.00000  0.51301  0.0000  0.0000  0.7071 

P1[1/8,0,0]GP1GQ1(a,b)[Ti1:a:dsp]A_3(b) normfactor =  0.09079
Ti5   0.15576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti7   0.21826  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti9   0.28076  0.00000  0.51301  0.0000  0.0000  1.0000 
Ti11  0.34326  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti13  0.40576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti15  0.46826  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti2   0.53076  0.00000  0.51301  0.0000  0.0000 -1.0000 
Ti4   0.59326  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti6   0.65576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti8   0.71826  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti10  0.78076  0.00000  0.51301  0.0000  0.0000  1.0000 
Ti12  0.84326  0.00000  0.51301  0.0000  0.0000  0.7071 
Ti14  0.90576  0.00000  0.51301  0.0000  0.0000  0.0000 
Ti16  0.96826  0.00000  0.51301  0.0000  0.0000 -0.7071 
Ti1   0.03076  0.00000  0.51301  0.0000  0.0000 -1.0000 
